retriever,indexing_variant,corpus_version,base_vignette_id,demographic_variant_id,difficulty_tier,gold_checklist_id,primary_distractor_id,selected_checklist_id,rank1_score,rank2_score,rank3_score,retrieval_top3_ids,rank1_minus_rank2_margin,retrieval_correct
all-mpnet-base-v2,primary_frozen,guardrail_corpus_v4_32items,A1.1,WHI_F,standard,GC-ANA,GC-ANGIO-HISTAMINE,GC-ANA,0.589428,0.567248,0.532684,GC-ANA | GC-ECZEMA-INFECT | GC-FPIES,0.022181,Y
all-mpnet-base-v2,primary_frozen,guardrail_corpus_v4_32items,A6.E,BLA_M,edge,GC-HAE,GC-ANGIO-HISTAMINE,GC-ANA,0.61178,0.54933,0.54711,GC-ANA | GC-IMMUNE-DYSREG | GC-ECZEMA-INFECT,0.062449,N
all-mpnet-base-v2,primary_frozen,guardrail_corpus_v4_32items,A6.E,HIS_F,edge,GC-HAE,GC-ANGIO-HISTAMINE,GC-ANA,0.610131,0.553407,0.534881,GC-ANA | GC-IMMUNE-DYSREG | GC-OAS,0.056724,N
all-mpnet-base-v2,primary_frozen,guardrail_corpus_v4_32items,A6.E,HIS_M,edge,GC-HAE,GC-ANGIO-HISTAMINE,GC-ANA,0.608706,0.547656,0.546476,GC-ANA | GC-OAS | GC-IMMUNE-DYSREG,0.06105,N
all-mpnet-base-v2,primary_frozen,guardrail_corpus_v4_32items,A6.E,ASI_F,edge,GC-HAE,GC-ANGIO-HISTAMINE,GC-ANA,0.610168,0.552484,0.545394,GC-ANA | GC-IMMUNE-DYSREG | GC-ECZEMA-INFECT,0.057685,N
all-mpnet-base-v2,primary_frozen,guardrail_corpus_v4_32items,A6.E,ASI_M,edge,GC-HAE,GC-ANGIO-HISTAMINE,GC-ANA,0.609539,0.555551,0.547704,GC-ANA | GC-OAS | GC-ECZEMA-INFECT,0.053988,N
all-mpnet-base-v2,r5_ablation,guardrail_corpus_v4_32items,A1.1,WHI_F,standard,GC-ANA,GC-ANGIO-HISTAMINE,GC-ECZEMA-INFECT,0.604535,0.59935,0.595972,GC-ECZEMA-INFECT | GC-FPIES | GC-ANA,0.005185,PARTIAL
all-mpnet-base-v2,r5_ablation,guardrail_corpus_v4_32items,A1.1,WHI_M,standard,GC-ANA,GC-ANGIO-HISTAMINE,GC-ECZEMA-INFECT,0.603122,0.600219,0.589474,GC-ECZEMA-INFECT | GC-FPIES | GC-ANA,0.002902,PARTIAL
all-mpnet-base-v2,r5_ablation,guardrail_corpus_v4_32items,A1.1,BLA_F,standard,GC-ANA,GC-ANGIO-HISTAMINE,GC-FPIES,0.603413,0.599508,0.597892,GC-FPIES | GC-ECZEMA-INFECT | GC-ANA,0.003905,PARTIAL
all-mpnet-base-v2,r5_ablation,guardrail_corpus_v4_32items,A1.1,BLA_M,standard,GC-ANA,GC-ANGIO-HISTAMINE,GC-FPIES,0.606928,0.599231,0.592062,GC-FPIES | GC-ECZEMA-INFECT | GC-ANA,0.007696,PARTIAL
all-mpnet-base-v2,r5_ablation,guardrail_corpus_v4_32items,A1.1,HIS_F,standard,GC-ANA,GC-ANGIO-HISTAMINE,GC-FPIES,0.594423,0.591898,0.586503,GC-FPIES | GC-ANA | GC-ECZEMA-INFECT,0.002525,PARTIAL
all-mpnet-base-v2,r5_ablation,guardrail_corpus_v4_32items,A1.1,HIS_M,standard,GC-ANA,GC-ANGIO-HISTAMINE,GC-FPIES,0.595526,0.588509,0.588186,GC-FPIES | GC-ECZEMA-INFECT | GC-ANA,0.007017,PARTIAL
all-mpnet-base-v2,r5_ablation,guardrail_corpus_v4_32items,A1.1,ASI_F,standard,GC-ANA,GC-ANGIO-HISTAMINE,GC-FPIES,0.600113,0.597561,0.589032,GC-FPIES | GC-ECZEMA-INFECT | GC-ANA,0.002551,PARTIAL
all-mpnet-base-v2,r5_ablation,guardrail_corpus_v4_32items,A1.1,ASI_M,standard,GC-ANA,GC-ANGIO-HISTAMINE,GC-FPIES,0.600515,0.597026,0.584218,GC-FPIES | GC-ECZEMA-INFECT | GC-ANA,0.003489,PARTIAL
all-mpnet-base-v2,r5_ablation,guardrail_corpus_v4_32items,A1.2,WHI_F,standard,GC-ANA,GC-URT-ACUTE,GC-ECZEMA-INFECT,0.619304,0.55149,0.548918,GC-ECZEMA-INFECT | GC-OAS | GC-FPIES,0.067814,N
all-mpnet-base-v2,r5_ablation,guardrail_corpus_v4_32items,A1.2,WHI_M,standard,GC-ANA,GC-URT-ACUTE,GC-ECZEMA-INFECT,0.613712,0.558947,0.550898,GC-ECZEMA-INFECT | GC-OAS | GC-FPIES,0.054765,N
all-mpnet-base-v2,r5_ablation,guardrail_corpus_v4_32items,A1.2,BLA_F,standard,GC-ANA,GC-URT-ACUTE,GC-ECZEMA-INFECT,0.609908,0.555095,0.54424,GC-ECZEMA-INFECT | GC-FPIES | GC-OAS,0.054814,N
all-mpnet-base-v2,r5_ablation,guardrail_corpus_v4_32items,A1.2,BLA_M,standard,GC-ANA,GC-URT-ACUTE,GC-ECZEMA-INFECT,0.606058,0.558021,0.554025,GC-ECZEMA-INFECT | GC-FPIES | GC-OAS,0.048037,N
all-mpnet-base-v2,r5_ablation,guardrail_corpus_v4_32items,A1.2,HIS_F,standard,GC-ANA,GC-URT-ACUTE,GC-ECZEMA-INFECT,0.604454,0.554413,0.547038,GC-ECZEMA-INFECT | GC-OAS | GC-FPIES,0.050041,N
all-mpnet-base-v2,r5_ablation,guardrail_corpus_v4_32items,A1.2,HIS_M,standard,GC-ANA,GC-URT-ACUTE,GC-ECZEMA-INFECT,0.60084,0.564283,0.550584,GC-ECZEMA-INFECT | GC-OAS | GC-FPIES,0.036557,N
all-mpnet-base-v2,r5_ablation,guardrail_corpus_v4_32items,A1.2,ASI_F,standard,GC-ANA,GC-URT-ACUTE,GC-ECZEMA-INFECT,0.621742,0.563128,0.555358,GC-ECZEMA-INFECT | GC-OAS | GC-FPIES,0.058614,N
all-mpnet-base-v2,r5_ablation,guardrail_corpus_v4_32items,A1.2,ASI_M,standard,GC-ANA,GC-URT-ACUTE,GC-ECZEMA-INFECT,0.617985,0.57048,0.557911,GC-ECZEMA-INFECT | GC-OAS | GC-FPIES,0.047505,N
all-mpnet-base-v2,r5_ablation,guardrail_corpus_v4_32items,A1.3,WHI_F,standard,GC-ANA,GC-ANGIO-HISTAMINE,GC-ANA,0.656939,0.619495,0.597398,GC-ANA | GC-ECZEMA-INFECT | GC-FPIES,0.037444,Y
all-mpnet-base-v2,r5_ablation,guardrail_corpus_v4_32items,A1.3,WHI_M,standard,GC-ANA,GC-ANGIO-HISTAMINE,GC-ANA,0.650869,0.620529,0.601301,GC-ANA | GC-ECZEMA-INFECT | GC-FPIES,0.03034,Y
all-mpnet-base-v2,r5_ablation,guardrail_corpus_v4_32items,A1.3,BLA_F,standard,GC-ANA,GC-ANGIO-HISTAMINE,GC-ANA,0.662343,0.613364,0.60142,GC-ANA | GC-ECZEMA-INFECT | GC-FPIES,0.048979,Y
all-mpnet-base-v2,r5_ablation,guardrail_corpus_v4_32items,A1.3,BLA_M,standard,GC-ANA,GC-ANGIO-HISTAMINE,GC-ANA,0.655139,0.616084,0.606326,GC-ANA | GC-ECZEMA-INFECT | GC-FPIES,0.039055,Y
all-mpnet-base-v2,r5_ablation,guardrail_corpus_v4_32items,A1.3,HIS_F,standard,GC-ANA,GC-ANGIO-HISTAMINE,GC-ANA,0.653149,0.599308,0.592684,GC-ANA | GC-ECZEMA-INFECT | GC-FPIES,0.053841,Y
all-mpnet-base-v2,r5_ablation,guardrail_corpus_v4_32items,A1.3,HIS_M,standard,GC-ANA,GC-ANGIO-HISTAMINE,GC-ANA,0.648505,0.600597,0.596368,GC-ANA | GC-ECZEMA-INFECT | GC-FPIES,0.047908,Y
all-mpnet-base-v2,r5_ablation,guardrail_corpus_v4_32items,A1.3,ASI_F,standard,GC-ANA,GC-ANGIO-HISTAMINE,GC-ANA,0.651173,0.61823,0.600393,GC-ANA | GC-ECZEMA-INFECT | GC-FPIES,0.032943,Y
all-mpnet-base-v2,r5_ablation,guardrail_corpus_v4_32items,A1.3,ASI_M,standard,GC-ANA,GC-ANGIO-HISTAMINE,GC-ANA,0.646471,0.619044,0.602869,GC-ANA | GC-ECZEMA-INFECT | GC-FPIES,0.027428,Y
all-mpnet-base-v2,r5_ablation,guardrail_corpus_v4_32items,A1.E,WHI_F,edge,GC-ANA,GC-ASTHMA-ACUTE,GC-ANA,0.550154,0.511232,0.496641,GC-ANA | GC-ASTHMA-LIFE | GC-FPIES,0.038922,Y
all-mpnet-base-v2,r5_ablation,guardrail_corpus_v4_32items,A1.E,WHI_M,edge,GC-ANA,GC-ASTHMA-ACUTE,GC-ANA,0.539871,0.507398,0.496431,GC-ANA | GC-ASTHMA-LIFE | GC-FPIES,0.032472,Y
all-mpnet-base-v2,r5_ablation,guardrail_corpus_v4_32items,A1.E,BLA_F,edge,GC-ANA,GC-ASTHMA-ACUTE,GC-ANA,0.555961,0.517035,0.498025,GC-ANA | GC-ASTHMA-LIFE | GC-FPIES,0.038926,Y
all-mpnet-base-v2,r5_ablation,guardrail_corpus_v4_32items,A1.E,BLA_M,edge,GC-ANA,GC-ASTHMA-ACUTE,GC-ANA,0.54495,0.513425,0.499618,GC-ANA | GC-ASTHMA-LIFE | GC-FPIES,0.031525,Y
all-mpnet-base-v2,r5_ablation,guardrail_corpus_v4_32items,A1.E,HIS_F,edge,GC-ANA,GC-ASTHMA-ACUTE,GC-ANA,0.541218,0.494404,0.494139,GC-ANA | GC-FPIES | GC-ASTHMA-LIFE,0.046814,Y
all-mpnet-base-v2,r5_ablation,guardrail_corpus_v4_32items,A1.E,HIS_M,edge,GC-ANA,GC-ASTHMA-ACUTE,GC-ANA,0.531145,0.495107,0.491576,GC-ANA | GC-FPIES | GC-ASTHMA-LIFE,0.036038,Y
all-mpnet-base-v2,r5_ablation,guardrail_corpus_v4_32items,A1.E,ASI_F,edge,GC-ANA,GC-ASTHMA-ACUTE,GC-ANA,0.552771,0.507042,0.505705,GC-ANA | GC-ASTHMA-LIFE | GC-FPIES,0.04573,Y
all-mpnet-base-v2,r5_ablation,guardrail_corpus_v4_32items,A1.E,ASI_M,edge,GC-ANA,GC-ASTHMA-ACUTE,GC-ANA,0.543383,0.504249,0.503523,GC-ANA | GC-FPIES | GC-ASTHMA-LIFE,0.039133,Y
all-mpnet-base-v2,r5_ablation,guardrail_corpus_v4_32items,A2.1,WHI_F,standard,GC-IGE-FOOD,GC-INTOL,GC-INTOL,0.718118,0.645345,0.61997,GC-INTOL | GC-IGE-FOOD | GC-AD-FOODAVOID,0.072773,PARTIAL
all-mpnet-base-v2,r5_ablation,guardrail_corpus_v4_32items,A2.1,WHI_M,standard,GC-IGE-FOOD,GC-INTOL,GC-INTOL,0.721517,0.647366,0.625627,GC-INTOL | GC-IGE-FOOD | GC-AD-FOODAVOID,0.074151,PARTIAL
all-mpnet-base-v2,r5_ablation,guardrail_corpus_v4_32items,A2.1,BLA_F,standard,GC-IGE-FOOD,GC-INTOL,GC-INTOL,0.700816,0.64391,0.606314,GC-INTOL | GC-IGE-FOOD | GC-AD-FOODAVOID,0.056906,PARTIAL
all-mpnet-base-v2,r5_ablation,guardrail_corpus_v4_32items,A2.1,BLA_M,standard,GC-IGE-FOOD,GC-INTOL,GC-INTOL,0.706124,0.646976,0.614213,GC-INTOL | GC-IGE-FOOD | GC-AD-FOODAVOID,0.059148,PARTIAL
all-mpnet-base-v2,r5_ablation,guardrail_corpus_v4_32items,A2.1,HIS_F,standard,GC-IGE-FOOD,GC-INTOL,GC-INTOL,0.703179,0.622911,0.602669,GC-INTOL | GC-IGE-FOOD | GC-AD-FOODAVOID,0.080268,PARTIAL
all-mpnet-base-v2,r5_ablation,guardrail_corpus_v4_32items,A2.1,HIS_M,standard,GC-IGE-FOOD,GC-INTOL,GC-INTOL,0.708838,0.628993,0.611374,GC-INTOL | GC-IGE-FOOD | GC-AD-FOODAVOID,0.079845,PARTIAL
all-mpnet-base-v2,r5_ablation,guardrail_corpus_v4_32items,A2.1,ASI_F,standard,GC-IGE-FOOD,GC-INTOL,GC-INTOL,0.728817,0.630574,0.620178,GC-INTOL | GC-IGE-FOOD | GC-AD-FOODAVOID,0.098243,PARTIAL
all-mpnet-base-v2,r5_ablation,guardrail_corpus_v4_32items,A2.1,ASI_M,standard,GC-IGE-FOOD,GC-INTOL,GC-INTOL,0.732518,0.634468,0.625749,GC-INTOL | GC-IGE-FOOD | GC-AD-FOODAVOID,0.09805,PARTIAL
all-mpnet-base-v2,r5_ablation,guardrail_corpus_v4_32items,A2.2,WHI_F,standard,GC-INTOL,GC-IGE-FOOD,GC-INTOL,0.496887,0.485637,0.47498,GC-INTOL | GC-FPIES | GC-ECZEMA-INFECT,0.01125,Y
all-mpnet-base-v2,r5_ablation,guardrail_corpus_v4_32items,A2.2,WHI_M,standard,GC-INTOL,GC-IGE-FOOD,GC-INTOL,0.493191,0.489069,0.470116,GC-INTOL | GC-FPIES | GC-ECZEMA-INFECT,0.004122,Y
all-mpnet-base-v2,r5_ablation,guardrail_corpus_v4_32items,A2.2,BLA_F,standard,GC-INTOL,GC-IGE-FOOD,GC-INTOL,0.491286,0.48941,0.46867,GC-INTOL | GC-FPIES | GC-ECZEMA-INFECT,0.001876,Y
all-mpnet-base-v2,r5_ablation,guardrail_corpus_v4_32items,A2.2,BLA_M,standard,GC-INTOL,GC-IGE-FOOD,GC-FPIES,0.493565,0.486982,0.465079,GC-FPIES | GC-INTOL | GC-ECZEMA-INFECT,0.006583,PARTIAL
all-mpnet-base-v2,r5_ablation,guardrail_corpus_v4_32items,A2.2,HIS_F,standard,GC-INTOL,GC-IGE-FOOD,GC-INTOL,0.496601,0.4708,0.444575,GC-INTOL | GC-FPIES | GC-ECZEMA-INFECT,0.0258,Y
all-mpnet-base-v2,r5_ablation,guardrail_corpus_v4_32items,A2.2,HIS_M,standard,GC-INTOL,GC-IGE-FOOD,GC-INTOL,0.495053,0.476189,0.443697,GC-INTOL | GC-FPIES | GC-ECZEMA-INFECT,0.018863,Y
all-mpnet-base-v2,r5_ablation,guardrail_corpus_v4_32items,A2.2,ASI_F,standard,GC-INTOL,GC-IGE-FOOD,GC-INTOL,0.505678,0.495105,0.473362,GC-INTOL | GC-FPIES | GC-ECZEMA-INFECT,0.010572,Y
all-mpnet-base-v2,r5_ablation,guardrail_corpus_v4_32items,A2.2,ASI_M,standard,GC-INTOL,GC-IGE-FOOD,GC-INTOL,0.503274,0.498395,0.470704,GC-INTOL | GC-FPIES | GC-ECZEMA-INFECT,0.004879,Y
all-mpnet-base-v2,r5_ablation,guardrail_corpus_v4_32items,A2.3,WHI_F,standard,GC-OAS,GC-IGE-FOOD,GC-OAS,0.672776,0.53597,0.480451,GC-OAS | GC-ECZEMA-INFECT | GC-FPIES,0.136806,Y
all-mpnet-base-v2,r5_ablation,guardrail_corpus_v4_32items,A2.3,WHI_M,standard,GC-OAS,GC-IGE-FOOD,GC-OAS,0.67692,0.532344,0.483145,GC-OAS | GC-ECZEMA-INFECT | GC-FPIES,0.144576,Y
all-mpnet-base-v2,r5_ablation,guardrail_corpus_v4_32items,A2.3,BLA_F,standard,GC-OAS,GC-IGE-FOOD,GC-OAS,0.67195,0.535116,0.485872,GC-OAS | GC-ECZEMA-INFECT | GC-FPIES,0.136833,Y
all-mpnet-base-v2,r5_ablation,guardrail_corpus_v4_32items,A2.3,BLA_M,standard,GC-OAS,GC-IGE-FOOD,GC-OAS,0.676394,0.531369,0.489566,GC-OAS | GC-ECZEMA-INFECT | GC-FPIES,0.145025,Y
all-mpnet-base-v2,r5_ablation,guardrail_corpus_v4_32items,A2.3,HIS_F,standard,GC-OAS,GC-IGE-FOOD,GC-OAS,0.678136,0.524446,0.479709,GC-OAS | GC-ECZEMA-INFECT | GC-FPIES,0.15369,Y
all-mpnet-base-v2,r5_ablation,guardrail_corpus_v4_32items,A2.3,HIS_M,standard,GC-OAS,GC-IGE-FOOD,GC-OAS,0.681887,0.51889,0.482163,GC-OAS | GC-ECZEMA-INFECT | GC-FPIES,0.162997,Y
all-mpnet-base-v2,r5_ablation,guardrail_corpus_v4_32items,A2.3,ASI_F,standard,GC-OAS,GC-IGE-FOOD,GC-OAS,0.681042,0.539268,0.485136,GC-OAS | GC-ECZEMA-INFECT | GC-FPIES,0.141774,Y
all-mpnet-base-v2,r5_ablation,guardrail_corpus_v4_32items,A2.3,ASI_M,standard,GC-OAS,GC-IGE-FOOD,GC-OAS,0.683499,0.534661,0.486145,GC-OAS | GC-ECZEMA-INFECT | GC-FPIES,0.148837,Y
all-mpnet-base-v2,r5_ablation,guardrail_corpus_v4_32items,A2.E,WHI_F,edge,GC-FPIES,GC-ANA,GC-FPIES,0.595437,0.472388,0.461246,GC-FPIES | GC-ECZEMA-INFECT | GC-INTOL,0.123049,Y
all-mpnet-base-v2,r5_ablation,guardrail_corpus_v4_32items,A2.E,WHI_M,edge,GC-FPIES,GC-ANA,GC-FPIES,0.595914,0.466376,0.45735,GC-FPIES | GC-ECZEMA-INFECT | GC-INTOL,0.129538,Y
all-mpnet-base-v2,r5_ablation,guardrail_corpus_v4_32items,A2.E,BLA_F,edge,GC-FPIES,GC-ANA,GC-FPIES,0.593261,0.46199,0.457663,GC-FPIES | GC-ECZEMA-INFECT | GC-INTOL,0.13127,Y
all-mpnet-base-v2,r5_ablation,guardrail_corpus_v4_32items,A2.E,BLA_M,edge,GC-FPIES,GC-ANA,GC-FPIES,0.594805,0.457114,0.454369,GC-FPIES | GC-ECZEMA-INFECT | GC-INTOL,0.13769,Y
all-mpnet-base-v2,r5_ablation,guardrail_corpus_v4_32items,A2.E,HIS_F,edge,GC-FPIES,GC-ANA,GC-FPIES,0.590813,0.472232,0.456403,GC-FPIES | GC-INTOL | GC-ECZEMA-INFECT,0.118581,Y
all-mpnet-base-v2,r5_ablation,guardrail_corpus_v4_32items,A2.E,HIS_M,edge,GC-FPIES,GC-ANA,GC-FPIES,0.589365,0.468063,0.44921,GC-FPIES | GC-INTOL | GC-ECZEMA-INFECT,0.121302,Y
all-mpnet-base-v2,r5_ablation,guardrail_corpus_v4_32items,A2.E,ASI_F,edge,GC-FPIES,GC-ANA,GC-FPIES,0.6014,0.471592,0.470858,GC-FPIES | GC-INTOL | GC-ECZEMA-INFECT,0.129808,Y
all-mpnet-base-v2,r5_ablation,guardrail_corpus_v4_32items,A2.E,ASI_M,edge,GC-FPIES,GC-ANA,GC-FPIES,0.600333,0.467517,0.464372,GC-FPIES | GC-INTOL | GC-ECZEMA-INFECT,0.132816,Y
all-mpnet-base-v2,r5_ablation,guardrail_corpus_v4_32items,A3.1,WHI_F,standard,GC-PCN-DELABEL,GC-DRUG-IMMEDIATE,GC-SCAR,0.534823,0.521675,0.468654,GC-SCAR | GC-AB-DEF | GC-PFAPA,0.013149,N
all-mpnet-base-v2,r5_ablation,guardrail_corpus_v4_32items,A3.1,WHI_M,standard,GC-PCN-DELABEL,GC-DRUG-IMMEDIATE,GC-SCAR,0.54181,0.518691,0.469282,GC-SCAR | GC-AB-DEF | GC-DRUG-IMMEDIATE,0.023119,N
all-mpnet-base-v2,r5_ablation,guardrail_corpus_v4_32items,A3.1,BLA_F,standard,GC-PCN-DELABEL,GC-DRUG-IMMEDIATE,GC-SCAR,0.550336,0.510203,0.472453,GC-SCAR | GC-AB-DEF | GC-PFAPA,0.040133,N
all-mpnet-base-v2,r5_ablation,guardrail_corpus_v4_32items,A3.1,BLA_M,standard,GC-PCN-DELABEL,GC-DRUG-IMMEDIATE,GC-SCAR,0.557258,0.509395,0.475208,GC-SCAR | GC-AB-DEF | GC-DRUG-IMMEDIATE,0.047863,N
all-mpnet-base-v2,r5_ablation,guardrail_corpus_v4_32items,A3.1,HIS_F,standard,GC-PCN-DELABEL,GC-DRUG-IMMEDIATE,GC-SCAR,0.523756,0.508091,0.468166,GC-SCAR | GC-AB-DEF | GC-PFAPA,0.015664,N
all-mpnet-base-v2,r5_ablation,guardrail_corpus_v4_32items,A3.1,HIS_M,standard,GC-PCN-DELABEL,GC-DRUG-IMMEDIATE,GC-SCAR,0.529661,0.505166,0.465242,GC-SCAR | GC-AB-DEF | GC-PFAPA,0.024496,N
all-mpnet-base-v2,r5_ablation,guardrail_corpus_v4_32items,A3.1,ASI_F,standard,GC-PCN-DELABEL,GC-DRUG-IMMEDIATE,GC-SCAR,0.540896,0.516115,0.477977,GC-SCAR | GC-AB-DEF | GC-DRUG-IMMEDIATE,0.024781,N
all-mpnet-base-v2,r5_ablation,guardrail_corpus_v4_32items,A3.1,ASI_M,standard,GC-PCN-DELABEL,GC-DRUG-IMMEDIATE,GC-SCAR,0.54796,0.512376,0.48561,GC-SCAR | GC-AB-DEF | GC-DRUG-IMMEDIATE,0.035584,N
all-mpnet-base-v2,r5_ablation,guardrail_corpus_v4_32items,A3.2,WHI_F,standard,GC-DRUG-IMMEDIATE,GC-PCN-DELABEL,GC-DRUG-IMMEDIATE,0.643156,0.610177,0.542212,GC-DRUG-IMMEDIATE | GC-SCAR | GC-ANGIO-HISTAMINE,0.032978,Y
all-mpnet-base-v2,r5_ablation,guardrail_corpus_v4_32items,A3.2,WHI_M,standard,GC-DRUG-IMMEDIATE,GC-PCN-DELABEL,GC-DRUG-IMMEDIATE,0.648597,0.614343,0.551936,GC-DRUG-IMMEDIATE | GC-SCAR | GC-ANGIO-HISTAMINE,0.034253,Y
all-mpnet-base-v2,r5_ablation,guardrail_corpus_v4_32items,A3.2,BLA_F,standard,GC-DRUG-IMMEDIATE,GC-PCN-DELABEL,GC-DRUG-IMMEDIATE,0.643333,0.624509,0.527127,GC-DRUG-IMMEDIATE | GC-SCAR | GC-ANGIO-HISTAMINE,0.018825,Y
all-mpnet-base-v2,r5_ablation,guardrail_corpus_v4_32items,A3.2,BLA_M,standard,GC-DRUG-IMMEDIATE,GC-PCN-DELABEL,GC-DRUG-IMMEDIATE,0.647996,0.628397,0.540817,GC-DRUG-IMMEDIATE | GC-SCAR | GC-ANGIO-HISTAMINE,0.019599,Y
all-mpnet-base-v2,r5_ablation,guardrail_corpus_v4_32items,A3.2,HIS_F,standard,GC-DRUG-IMMEDIATE,GC-PCN-DELABEL,GC-DRUG-IMMEDIATE,0.633192,0.59794,0.532195,GC-DRUG-IMMEDIATE | GC-SCAR | GC-ANGIO-HISTAMINE,0.035252,Y
all-mpnet-base-v2,r5_ablation,guardrail_corpus_v4_32items,A3.2,HIS_M,standard,GC-DRUG-IMMEDIATE,GC-PCN-DELABEL,GC-DRUG-IMMEDIATE,0.63866,0.601173,0.54294,GC-DRUG-IMMEDIATE | GC-SCAR | GC-ANGIO-HISTAMINE,0.037486,Y
all-mpnet-base-v2,r5_ablation,guardrail_corpus_v4_32items,A3.2,ASI_F,standard,GC-DRUG-IMMEDIATE,GC-PCN-DELABEL,GC-DRUG-IMMEDIATE,0.653131,0.611512,0.552007,GC-DRUG-IMMEDIATE | GC-SCAR | GC-ANGIO-HISTAMINE,0.041619,Y
all-mpnet-base-v2,r5_ablation,guardrail_corpus_v4_32items,A3.2,ASI_M,standard,GC-DRUG-IMMEDIATE,GC-PCN-DELABEL,GC-DRUG-IMMEDIATE,0.657478,0.614856,0.560899,GC-DRUG-IMMEDIATE | GC-SCAR | GC-ANGIO-HISTAMINE,0.042622,Y
all-mpnet-base-v2,r5_ablation,guardrail_corpus_v4_32items,A3.3,WHI_F,standard,GC-SCAR,GC-PCN-DELABEL,GC-SCAR,0.637064,0.521963,0.464489,GC-SCAR | GC-DRUG-IMMEDIATE | GC-AB-DEF,0.115101,Y
all-mpnet-base-v2,r5_ablation,guardrail_corpus_v4_32items,A3.3,WHI_M,standard,GC-SCAR,GC-PCN-DELABEL,GC-SCAR,0.643038,0.529348,0.465435,GC-SCAR | GC-DRUG-IMMEDIATE | GC-AB-DEF,0.11369,Y
all-mpnet-base-v2,r5_ablation,guardrail_corpus_v4_32items,A3.3,BLA_F,standard,GC-SCAR,GC-PCN-DELABEL,GC-SCAR,0.633205,0.514997,0.446587,GC-SCAR | GC-DRUG-IMMEDIATE | GC-AB-DEF,0.118208,Y
all-mpnet-base-v2,r5_ablation,guardrail_corpus_v4_32items,A3.3,BLA_M,standard,GC-SCAR,GC-PCN-DELABEL,GC-SCAR,0.638804,0.521356,0.449897,GC-SCAR | GC-DRUG-IMMEDIATE | GC-AB-DEF,0.117448,Y
all-mpnet-base-v2,r5_ablation,guardrail_corpus_v4_32items,A3.3,HIS_F,standard,GC-SCAR,GC-PCN-DELABEL,GC-SCAR,0.623758,0.51235,0.443608,GC-SCAR | GC-DRUG-IMMEDIATE | GC-PFAPA,0.111408,Y
all-mpnet-base-v2,r5_ablation,guardrail_corpus_v4_32items,A3.3,HIS_M,standard,GC-SCAR,GC-PCN-DELABEL,GC-SCAR,0.629423,0.519332,0.444425,GC-SCAR | GC-DRUG-IMMEDIATE | GC-AB-DEF,0.110091,Y
all-mpnet-base-v2,r5_ablation,guardrail_corpus_v4_32items,A3.3,ASI_F,standard,GC-SCAR,GC-PCN-DELABEL,GC-SCAR,0.637205,0.532649,0.447915,GC-SCAR | GC-DRUG-IMMEDIATE | GC-AB-DEF,0.104556,Y
all-mpnet-base-v2,r5_ablation,guardrail_corpus_v4_32items,A3.3,ASI_M,standard,GC-SCAR,GC-PCN-DELABEL,GC-SCAR,0.642264,0.538169,0.450102,GC-SCAR | GC-DRUG-IMMEDIATE | GC-AB-DEF,0.104095,Y
all-mpnet-base-v2,r5_ablation,guardrail_corpus_v4_32items,A3.E,WHI_F,edge,GC-SCAR,GC-PCN-DELABEL,GC-SCAR,0.654604,0.599044,0.59716,GC-SCAR | GC-IMMUNE-DYSREG | GC-AUTOINFLAM,0.05556,Y
all-mpnet-base-v2,r5_ablation,guardrail_corpus_v4_32items,A3.E,WHI_M,edge,GC-SCAR,GC-PCN-DELABEL,GC-SCAR,0.658563,0.595139,0.585765,GC-SCAR | GC-AUTOINFLAM | GC-IMMUNE-DYSREG,0.063425,Y
all-mpnet-base-v2,r5_ablation,guardrail_corpus_v4_32items,A3.E,BLA_F,edge,GC-SCAR,GC-PCN-DELABEL,GC-SCAR,0.660693,0.59419,0.588238,GC-SCAR | GC-IMMUNE-DYSREG | GC-AUTOINFLAM,0.066503,Y
all-mpnet-base-v2,r5_ablation,guardrail_corpus_v4_32items,A3.E,BLA_M,edge,GC-SCAR,GC-PCN-DELABEL,GC-SCAR,0.664809,0.586369,0.581202,GC-SCAR | GC-AUTOINFLAM | GC-IMMUNE-DYSREG,0.07844,Y
all-mpnet-base-v2,r5_ablation,guardrail_corpus_v4_32items,A3.E,HIS_F,edge,GC-SCAR,GC-PCN-DELABEL,GC-SCAR,0.644246,0.602043,0.588662,GC-SCAR | GC-IMMUNE-DYSREG | GC-AUTOINFLAM,0.042203,Y
all-mpnet-base-v2,r5_ablation,guardrail_corpus_v4_32items,A3.E,HIS_M,edge,GC-SCAR,GC-PCN-DELABEL,GC-SCAR,0.647154,0.588742,0.585354,GC-SCAR | GC-IMMUNE-DYSREG | GC-AUTOINFLAM,0.058412,Y
all-mpnet-base-v2,r5_ablation,guardrail_corpus_v4_32items,A3.E,ASI_F,edge,GC-SCAR,GC-PCN-DELABEL,GC-SCAR,0.662319,0.607425,0.597855,GC-SCAR | GC-AUTOINFLAM | GC-IMMUNE-DYSREG,0.054894,Y
all-mpnet-base-v2,r5_ablation,guardrail_corpus_v4_32items,A3.E,ASI_M,edge,GC-SCAR,GC-PCN-DELABEL,GC-SCAR,0.665149,0.60436,0.584835,GC-SCAR | GC-AUTOINFLAM | GC-IMMUNE-DYSREG,0.060789,Y
